seed,boundary,method,N,L,M,rc,repetition,time_ns,neighbor_pairs,distance_evaluations
844764003463416440,periodic,cim,25,4.4721359549995796,2,1,78,10166,97,300
10867642958825185151,periodic,cim,25,4.4721359549995796,2,1,79,10000,100,300
9160280188617187097,periodic,cim,25,4.4721359549995796,2,1,80,10500,106,300
12254130357689672513,periodic,cim,25,4.4721359549995796,2,1,81,9459,95,300
9187329932770563440,periodic,cim,25,4.4721359549995796,2,1,82,9792,106,300
1807334701441513103,periodic,cim,25,4.4721359549995796,2,1,83,9375,95,300
3824344204850428685,periodic,cim,25,4.4721359549995796,2,1,84,9583,99,300
5776639387390242921,periodic,cim,25,4.4721359549995796,2,1,85,9709,97,300
9028001552093916086,periodic,cim,25,4.4721359549995796,2,1,86,9916,103,300
7529314697863697865,periodic,cim,25,4.4721359549995796,2,1,87,10875,102,300
18248398371499552366,periodic,cim,25,4.4721359549995796,2,1,88,9917,98,300
10509569044958699699,periodic,cim,25,4.4721359549995796,2,1,89,9375,104,300
14799618844259744589,periodic,cim,25,4.4721359549995796,2,1,90,9958,107,300
12470149438815606679,periodic,cim,25,4.4721359549995796,2,1,91,9916,102,300
12182120524295881276,periodic,cim,25,4.4721359549995796,2,1,92,10208,100,300
10254678137101211791,periodic,cim,25,4.4721359549995796,2,1,93,9834,101,300
8942762006217387948,periodic,cim,25,4.4721359549995796,2,1,94,10250,104,300
7694644374027787427,periodic,cim,25,4.4721359549995796,2,1,95,10209,104,300
12557322199570966117,periodic,cim,25,4.4721359549995796,2,1,96,9791,102,300
5262980461089369054,periodic,cim,25,4.4721359549995796,2,1,97,9833,98,300
12595926175381476875,periodic,cim,25,4.4721359549995796,2,1,98,9750,98,300
7667614919508263145,periodic,cim,25,4.4721359549995796,2,1,99,10000,101,300
3557613945825995048,periodic,cim,25,4.4721359549995796,2,1,100,10208,102,300
12381033637380082793,periodic,cim,50,6.324555320336759,4,1,1,23000,213,680
3480325737060215812,periodic,cim,50,6.324555320336759,4,1,2,29500,185,687
9474873534324847063,periodic,cim,50,6.324555320336759,4,1,3,20958,198,683
5782149191012241135,periodic,cim,50,6.324555320336759,4,1,4,21458,200,680
2609926138921448038,periodic,cim,50,6.324555320336759,4,1,5,20333,192,677
3429704450963118020,periodic,cim,50,6.324555320336759,4,1,6,37375,195,691
12034823559551780144,periodic,cim,50,6.324555320336759,4,1,7,28917,209,668
7284429013653770665,periodic,cim,50,6.324555320336759,4,1,8,21125,201,685
15281214198799977259,periodic,cim,50,6.324555320336759,4,1,9,20375,191,676
8401126788349322448,periodic,cim,50,6.324555320336759,4,1,10,20542,182,690
16642135291121106102,periodic,cim,50,6.324555320336759,4,1,11,21125,197,677
15588682822023846457,periodic,cim,50,6.324555320336759,4,1,12,21375,197,688
16768146482126592568,periodic,cim,50,6.324555320336759,4,1,13,20833,206,682
4471386326543798442,periodic,cim,50,6.324555320336759,4,1,14,21000,197,682
2422948767924634601,periodic,cim,50,6.324555320336759,4,1,15,21542,205,686
12568348428611757771,periodic,cim,50,6.324555320336759,4,1,16,21500,199,686
7335215318261360188,periodic,cim,50,6.324555320336759,4,1,17,21750,204,690
2672497632804258243,periodic,cim,50,6.324555320336759,4,1,18,20709,195,686
11297908990694216385,periodic,cim,50,6.324555320336759,4,1,19,21959,208,691
6798706676264544088,periodic,cim,50,6.324555320336759,4,1,20,21541,206,678
13860085666327468036,periodic,cim,50,6.324555320336759,4,1,21,22791,203,685
9720051094986249986,periodic,cim,50,6.324555320336759,4,1,22,23167,212,685
2486451382770678112,periodic,cim,50,6.324555320336759,4,1,23,22792,204,685
18228304576098633092,periodic,cim,50,6.324555320336759,4,1,24,22417,201,674
3894748458647786563,periodic,cim,50,6.324555320336759,4,1,25,22459,199,691
15723871006132276632,periodic,cim,50,6.324555320336759,4,1,26,22291,201,675
11537129271540550468,periodic,cim,50,6.324555320336759,4,1,27,22958,208,675
8190131433604761412,periodic,cim,50,6.324555320336759,4,1,28,23792,208,691
74522642970681675,periodic,cim,50,6.324555320336759,4,1,29,22833,206,685
14897890797435847571,periodic,cim,50,6.324555320336759,4,1,30,21875,185,682
14408596176678942711,periodic,cim,50,6.324555320336759,4,1,31,22667,202,689
10401966085322879449,periodic,cim,50,6.324555320336759,4,1,32,23084,206,687
5275179201592496508,periodic,cim,50,6.324555320336759,4,1,33,21333,197,672
9980449919014425618,periodic,cim,50,6.324555320336759,4,1,34,21500,200,682
5655952038015216459,periodic,cim,50,6.324555320336759,4,1,35,22042,203,683
10804117383171872415,periodic,cim,50,6.324555320336759,4,1,36,23042,205,685
2794242491338358557,periodic,cim,50,6.324555320336759,4,1,37,22667,202,696
17412268575754538447,periodic,cim,50,6.324555320336759,4,1,38,21250,203,680
5219178955266299087,periodic,cim,50,6.324555320336759,4,1,39,29875,209,696
7459457852940567555,periodic,cim,50,6.324555320336759,4,1,40,22375,196,685
12157286206418184362,periodic,cim,50,6.324555320336759,4,1,41,21667,187,682
8523067821754749707,periodic,cim,50,6.324555320336759,4,1,42,20875,207,679
14411800179191449413,periodic,cim,50,6.324555320336759,4,1,43,26000,206,686
